"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"1","WFAE climate reporter David Boraks selected for bioenergy ...","<a href='https://www.wfae.org/inside-wfae/2021-10-12/wfae-climate-reporter-david-boraks-selected-for-bioenergy-fellowship' target='_blank'>Link to Article</a>","2021-10-12","www.wfae.org","WFAE climate reporter David Boraks has been chosen for a fellowship by the National Press Foundation. The fellowship’s focus is exploring biomass and climate change.","David Boraks",""
"2","WFAE Presents NC Climate Reporting Town Hall With Reporter ...","<a href='https://www.wfae.org/energy-environment/2021-08-16/wfae-presents-nc-climate-reporting-town-hall-with-reporter-david-boraks' target='_blank'>Link to Article</a>","2021-08-16","www.wfae.org","Register for the virtual event scheduled for 1:30 p.m. on Sept. 2. Attendees can submit questions when registering or email them to mrasnic@wfae.org leading up to the event.","David Boraks",""
"3","Duke Energy hints it may bid for a wind energy lease off NC coast ...","<a href='https://www.wfae.org/energy-environment/2021-11-18/duke-energy-hints-it-may-bid-for-a-wind-energy-lease-off-nc-coast' target='_blank'>Link to Article</a>","2021-11-18","www.wfae.org","Duke Energy does not have wind farms in the Carolinas, but the utility says wind energy could be part of its long-term strategy to cut carbon emissions from electricity generation. CEO Lynn Good hinted recently that the Charlotte-based company is looking at offshore wind energy along the Atlantic Coast. ","David Boraks",""
"4","WFAE Launches Climate Beat | WFAE 90.7 - Charlotte's NPR News ...","<a href='https://www.wfae.org/inside-wfae/2021-07-02/wfae-launches-climate-beat' target='_blank'>Link to Article</a>","2021-07-03","www.wfae.org",NA,"David Boraks",""
"5","Gaston Commissioners Pass 60-Day Moratorium To Weigh Lithium ...","<a href='https://www.wfae.org/energy-environment/2021-08-06/gaston-commissioners-to-discuss-moratorium-to-block-lithium-mine' target='_blank'>Link to Article</a>","2021-08-06","www.wfae.org","Gaston County commissioners voted unanimously Friday to adopt a 60-day moratorium that would give them time to consider the impacts of a proposed lithium mine in the county.","David Boraks",""
"6","Toyota and Arrival EV plans show how the industry is growing in NC ...","<a href='https://www.wfae.org/energy-environment/2021-12-11/toyota-arrival-deals-show-how-the-ev-industry-is-growing-in-n' target='_blank'>Link to Article</a>","2021-12-11","www.wfae.org","North Carolina is known for banking and financial services, biotech and pharmaceuticals and technology. Is it time to add electric vehicles to the list? Two economic development announcements this week suggest the answer is yes.","David Boraks",""
"7","NC budget funds climate and disaster recovery and planning ...","<a href='https://www.wfae.org/energy-environment/2021-11-19/nc-budget-funds-climate-and-disaster-recovery-and-planning' target='_blank'>Link to Article</a>","2021-11-19","www.wfae.org","The North Carolina state budget signed by the governor Thursday spends $800 million over the next two years on disaster recovery, flood prevention and other needs related to more intense storms and climate change.","David Boraks",""
"8","Charlotte's Innovation Barn Finally Opens, Promoting A Circular ...","<a href='https://www.wfae.org/energy-environment/2021-09-19/charlottes-innovation-barn-finally-opens-promoting-a-circular-economy' target='_blank'>Link to Article</a>","2021-09-19","www.wfae.org","After three years of planning and construction, the city of Charlotte and an environmental group have finished converting an old city garage into what is planned to be an incubator for environmentally sustainable businesses. The $5 million Innovation Barn is now open.","David Boraks",""
"9","Duke Energy adds new storm recovery charge to customer bills ...","<a href='https://www.wfae.org/energy-environment/2021-12-02/duke-energy-adds-new-storm-recovery-charge-to-customer-bills' target='_blank'>Link to Article</a>","2021-12-02","www.wfae.org","Duke Energy customers in North Carolina will see a new charge on their bills starting this month to pay for cleanups and repairs after major storms in 2018 and 2019.","David Boraks",""
"10","As the wood pellet industry expands in North Carolina, global ...","<a href='https://www.wfae.org/energy-environment/2021-12-14/as-the-wood-pellet-industry-expands-in-north-carolina-global-debate-ensues' target='_blank'>Link to Article</a>","2021-12-14","www.wfae.org","European countries are importing more and more wood pellets from plants across the U.S. South to be burned for energy in place of coal. In this installment of The Wood Energy Dilemma, we visit the Enviva plant in North Carolina's Northampton County.","David Boraks",""
"11","Major flood insurance changes will bring rate increases — and ...","<a href='https://www.wfae.org/energy-environment/2021-10-01/major-flood-insurance-changes-will-bring-rate-increases-and-decreases-in-nc-and-sc' target='_blank'>Link to Article</a>","2021-10-01","www.wfae.org","Major changes in the National Flood Insurance Program take effect on Friday. A new method of gauging risk is supposed to make rates more equitable, reduce big subsidies and incorporate new risks from climate change. Rates could rise sharply for Carolinas' coastal property owners, while policyholders elsewhere will actually see bills go down.","David Boraks",""
"12","North Carolina climate experts give mixed reviews to Glasgow pact ...","<a href='https://www.wfae.org/energy-environment/2021-11-29/north-carolina-climate-experts-give-mixed-reviews-to-glasgow-pact' target='_blank'>Link to Article</a>","2021-11-29","www.wfae.org","Was the recent United Nations climate summit in Glasgow, Scotland, a success? Climate experts in North Carolina say there were successes and failures.","David Boraks",""
"13","Charlotte teen wins U.S. award for an idea for a water conservation ...","<a href='https://www.wfae.org/energy-environment/2021-12-02/charlotte-teen-wins-u-s-award-for-an-idea-for-a-water-conservation-app' target='_blank'>Link to Article</a>","2021-12-02","www.wfae.org","A south Charlotte teen has won a national award for his concept of using a smartphone app to promote water conservation. He says it was inspired by his 12 years living in Mumbai.","David Boraks",""
"14","Electric Vehicle Sales Are Booming In The U.S., But The Southeast ...","<a href='https://www.wfae.org/energy-environment/2021-09-04/electric-vehicle-sales-are-booming-in-the-u-s-but-the-southeast-lags' target='_blank'>Link to Article</a>","2021-09-04","www.wfae.org","Last year was a big one for sales of electric vehicles. The number of EVs on the road continues to rise nationwide, including the Southeast. But our region lags the national average in growth. What's going on here?","David Boraks",""
"15","Despite concerns over CO2, wood pellet maker courts new ...","<a href='https://www.wfae.org/energy-environment/2021-11-13/despite-concerns-over-co2-wood-pellet-maker-courts-new-industries' target='_blank'>Link to Article</a>","2021-11-13","www.wfae.org","The world's largest wood pellet maker Enviva says it sees a bright future for its industry as it expands sales beyond the energy sector to industrial customers who need help meeting their climate change goals. ","David Boraks",""
"16","Burning wood for electricity may be renewable, but it may not help ...","<a href='https://www.wfae.org/energy-environment/2021-10-14/burning-wood-for-electricity-may-be-renewable-but-it-doesnt-help-the-climate' target='_blank'>Link to Article</a>","2021-10-14","www.wfae.org","Wood pellets made from trees cut in the forests of North Carolina and the Southeast are a growing alternative fuel for power companies in Europe that want to be more climate friendly — but might do more harm than good.","David Boraks",""
"17","At this North Carolina farm, the specialties are lamb and solar power ...","<a href='https://www.wfae.org/energy-environment/2021-12-28/at-this-north-carolina-farm-the-specialties-are-lamb-and-solar-power' target='_blank'>Link to Article</a>","2021-12-28","www.wfae.org","You've probably heard of agritourism, where people visit farms, vineyards or other agricultural businesses just for fun. In Montgomery County, North Carolina, one farm has taken it to another level, with what you might call agri-solar-tourism.","David Boraks",""
"18","How Republicans and Democrats reached a deal on NC energy ...","<a href='https://www.wfae.org/politics/2021-10-09/how-republicans-and-democrats-reached-a-deal-on-nc-energy-reform' target='_blank'>Link to Article</a>","2021-10-09","www.wfae.org","A bipartisan bill to overhaul North Carolina's electric power system to deal with climate change passed both chambers of the state legislature this week, and now awaits the governor's signature. It took a lot of haggling between Republicans and Democrats to get it there. WFAE climate reporter David Boraks talked with WFAE Weekend Edition host Nick de la Canal about the final deal and what it means.","David Boraks",""
