"","Article.Title","Link","Date.Published","News.Outlet","Preview","Key.Author","All.Authors"
"131","Georgia group helps turn unused roadsides into solar fields | News ...","<a href='https://www.albanyherald.com/news/georgia-group-helps-turn-unused-roadsides-into-solar-fields/article_ba0ec492-628e-11ed-b9de-c77890878f90.html' target='_blank'>Link to Article</a>",NA,"www.albanyherald.com","LAGRANGE — When Harriet Anderson Langford and Allie Kelly drive the stretch of Interstate 85 in west Georgia known as the Ray C. Anderson Memorial Highway, they see plenty of","Emily Jones",""
"134","Bald eagles are nesting in record numbers in Georgia | Georgia ...","<a href='https://www.gpb.org/news/2022/08/02/bald-eagles-are-nesting-in-record-numbers-in-georgia-0' target='_blank'>Link to Article</a>",NA,"www.gpb.org","According to Georgia’s first statewide survey of bald eagle nests in five years, America's national bird is nesting in the Peach State in record numbers.","Emily Jones",""
"137","Saga of proposed mine at Okefenokee Swamp's edge still mired in ...","<a href='https://www.gpb.org/news/2022/11/22/saga-of-proposed-mine-at-okefenokee-swamps-edge-still-mired-in-legal-challenges' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Conservationists are waging another legal challenge against a company’s strip-mining plans near the Okefenokee National Wildlife Refuge in Southeast Georgia. ","Emily Jones",""
"138","Proposed speed limit to protect right whales upsets boat operators ...","<a href='https://www.gpb.org/news/2022/09/23/proposed-speed-limit-protect-right-whales-upsets-boat-operators' target='_blank'>Link to Article</a>",NA,"www.gpb.org","The rule would apply a calving season speed limit to more boaters than it currently affects.","Emily Jones",""
"139","Tybee's sea turtle gets room to grow | Georgia Public Broadcasting","<a href='https://www.gpb.org/news/2022/08/02/tybees-sea-turtle-gets-room-grow' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Staff at the Tybee Marine Science Center rescued Ike in 2020 when he was a tiny straggler too weak to climb out of his North Beach nest on his own. He is the latest in a series of rescued loggerheads who serve as the center’s “marine debris ambassador.”","Emily Jones",""
"141","Company: Legal settlement puts Okefenokee mine back on track ...","<a href='https://www.wabe.org/company-legal-settlement-puts-okefenokee-mine-back-on-track/' target='_blank'>Link to Article</a>","2022-08-23","www.wabe.org","A company seeking to mine in Georgia near the edge of the Okefenokee Swamp’s vast wildlife refuge said Monday that its project is back on track after a federal agency […]","Emily Jones",""
"142","Savannah port terminal to get $410M upgrade amid big growth ...","<a href='https://www.gpb.org/news/2022/12/05/savannah-port-terminal-get-410m-upgrade-amid-big-growth' target='_blank'>Link to Article</a>",NA,"www.gpb.org","The Port of Savannah plans a $410 million overhaul of one of its sprawling terminals to make room for loading and unloading larger ships. The Georgia Ports Authority board approved the project Monday under a plan to expand Savannah's capacity for cargo containers by more than 50% by 2025.","Emily Jones",""
"144","Mining is necessary for a clean energy future. It also destroys forests.","<a href='https://grist.org/article/mining-is-necessary-for-a-clean-energy-future-it-also-destroys-forests/' target='_blank'>Link to Article</a>","2022-09-13","grist.org","A first-of-its-kind study measures the impact of industrial mining on tropical forest loss","Emily Jones",""
"146","Georgia Ensemble Theatre's 'Alabama Story' runs through Sept. 25 ...","<a href='https://www.wabe.org/georgia-ensemble-theatres-alabama-story-runs-through-sept-25-at-roswell-cultural-arts-center/' target='_blank'>Link to Article</a>","2022-09-21","www.wabe.org","It’s sobering to realize that interracial marriage was signed into U.S. law only 55 years ago. In 1959, a children’s book about a black rabbit marrying a white rabbit came […]","Emily Jones",""
"147","Warnock bill takes aim at requirements limiting EV tax credit - The ...","<a href='https://thecurrentga.org/2022/09/30/warnock-bill-takes-aim-at-requirements-limiting-ev-tax-credit/' target='_blank'>Link to Article</a>","2022-09-30","thecurrentga.org","Hyundai officials worry the strict eligibility requirements for the new tax credit will hurt U.S. sales. bill would delay delaying the made-in-North-America requirement until 2025 for batteries and 2026 for EVs themselves.","Emily Jones",""
"148","African countries are tapping their fossil fuel wealth. Why aren't they ...","<a href='https://grist.org/international/african-countries-tapping-fossil-fuel-wealth-getting-rich-mozambique/' target='_blank'>Link to Article</a>","2022-12-08","grist.org","Fossil fuel exploration is ramping up across the continent. This could spell trouble for the climate – and for Africans.","Emily Jones",""
"149","Pew poll: 42% of religious Americans pray for the environment | Grist","<a href='https://grist.org/culture/pew-poll-religion-and-climate-beliefs/' target='_blank'>Link to Article</a>","2022-11-17","grist.org","But that concern for the planet doesn't always include climate change.","Emily Jones",""
"150","From New York to Texas, climate candidates are gaining momentum ...","<a href='https://grist.org/elections/from-new-york-to-texas-climate-candidates-are-gaining-momentum-in-local-races/' target='_blank'>Link to Article</a>","2022-11-08","grist.org","If successful, this new crop of activists-turned-politicians could affect climate action from state to local levels. ","Emily Jones",""
"151","The big climate measures on ballots this November | Grist","<a href='https://grist.org/elections/tax-the-rich-for-climate-action-protect-towns-from-floods-its-on-state-ballots-this-november/' target='_blank'>Link to Article</a>","2022-10-27","grist.org","Two major climate initiatives in New York and California, and many more to watch at the local level.","Emily Jones",""
"152","fossil fuels Archives - Georgia Recorder","<a href='https://georgiarecorder.com/tag/fossil-fuels/' target='_blank'>Link to Article</a>",NA,"georgiarecorder.com",NA,"Emily Jones",""
"153","Sierra Leone's 'globally unprecedented' environmental laws - Grist ...","<a href='https://grist.org/beacon/sierra-leones-globally-unprecedented-environmental-bills/' target='_blank'>Link to Article</a>",NA,"grist.org","Sierra Leone passed enacted legislation last week to significantly boost the rights of rural landowners, protecting them from land grabs by large, multinational companies.","Emily Jones",""
"161","Atlanta Press Club Debates | Georgia Public Broadcasting","<a href='https://www.gpb.org/election/press-club-debates' target='_blank'>Link to Article</a>",NA,"www.gpb.org",NA,"Emily Jones",""
"162","How California's initiative to fund electric vehicles went terribly ...","<a href='https://grist.org/elections/how-californias-initiative-to-fund-electric-vehicles-went-terribly-wrong/' target='_blank'>Link to Article</a>","2022-11-11","grist.org","Prop 30 had widespread support. Then Governor Newsom and billionaires got involved.","Emily Jones",""
"168","Republicans keep control of Georgia House and Senate – WABE","<a href='https://www.wabe.org/republicans-keep-control-of-georgia-house-and-senate/' target='_blank'>Link to Article</a>","2022-11-09","www.wabe.org","Republicans retained their majorities in Georgia’s legislature and were seeking to maintain their lock on statewide offices as votes continued being counted Wednesday. Republicans won 33 Senate seats, while in […]","Emily Jones",""
"169","Republicans sweep Georgia state offices, retain legislature – WABE","<a href='https://www.wabe.org/republicans-sweep-georgia-state-offices-retain-legislature/' target='_blank'>Link to Article</a>","2022-11-09","www.wabe.org","Republicans swept to victories in all the statewide offices Tuesday’s ballot except U.S. senator, keeping Democrats shut out for the fourth straight four-year cycle on the state level, despite Democrats’ […]","Emily Jones",""
"170","Three dead, gunman still at large in University of Virginia shooting ...","<a href='https://www.gpb.org/news/2022/11/14/three-dead-gunman-still-at-large-in-university-of-virginia-shooting' target='_blank'>Link to Article</a>",NA,"www.gpb.org","The University of Virginia is in lockdown as law enforcement officers search the campus for a suspected gunman.","Emily Jones",""
"171","Avoiding the tap water in Jackson, Miss., has been a way of life for ...","<a href='https://www.wunc.org/news/2022-09-04/avoiding-the-tap-water-in-jackson-miss-has-been-a-way-of-life-for-decades' target='_blank'>Link to Article</a>","2022-09-04","www.wunc.org","Residents accuse the largely white state government of neglecting the needs of a city that's 82% Black. White flight in the 1970s devastated the tax base, posing a major challenge to any solution.","Emily Jones",""
"173","They ran a voter suppression scheme. Now they're sentenced to ...","<a href='https://www.gpb.org/news/2022/12/02/they-ran-voter-suppression-scheme-now-theyre-sentenced-register-voters' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Jacob Wohl and Jack Burkman robocalled roughly 85,000 voters across five states, falsely telling them that voting by mail would risk ""giving your private information to the man.""","Emily Jones",""
"179","Georgia has big conservation goals, and the military is helping to ...","<a href='https://www.wabe.org/georgia-has-big-conservation-goals-the-military-is-helping-achieve-them/' target='_blank'>Link to Article</a>","2023-04-18","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. One of […]","Emily Jones",""
"180","After decades, project to fix a Georgia salt marsh shows early results ...","<a href='https://www.wabe.org/after-decades-project-to-fix-a-georgia-salt-marsh-shows-early-results/' target='_blank'>Link to Article</a>","2023-03-24","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. On the […]","Emily Jones",""
"181","Georgia scientists help field-test world's first honeybee vaccine ...","<a href='https://www.wabe.org/georgia-scientists-help-field-test-worlds-first-honeybee-vaccine/' target='_blank'>Link to Article</a>","2023-01-20","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. Researchers have […]","Emily Jones",""
"182","Georgians speak out against mining near Okefenokee – WABE","<a href='https://www.wabe.org/georgians-speak-out-against-mining-near-okefenokee/' target='_blank'>Link to Article</a>","2023-02-24","www.wabe.org","This coverage is made possible through a partnership between WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. Public commenters […]","Emily Jones",""
"183","Georgia solar expansion part of broader U.S. strategy – WABE","<a href='https://www.wabe.org/georgia-solar-expansion-part-of-broader-u-s-strategy/' target='_blank'>Link to Article</a>","2023-01-13","www.wabe.org","Solar manufacturer Qcells’ plan to expand in Georgia is part of a broader effort to make solar panels in the United States, instead of buying from overseas. It’s also the […]","Emily Jones",""
"184","Georgia scientists help field-test world's first honeybee vaccine - The ...","<a href='https://thecurrentga.org/2023/01/24/georgia-scientists-help-field-test-worlds-first-honeybee-vaccine/' target='_blank'>Link to Article</a>","2023-01-24","thecurrentga.org","Georgia beekeepers field test a honeybee vaccine.","Emily Jones",""
"185","Georgians plead with state officials to protect the Okefenokee from ...","<a href='https://grist.org/regulation/georgians-plead-with-state-officials-to-protect-the-okefenokee-from-mining/' target='_blank'>Link to Article</a>","2023-02-28","grist.org","Even if the Supreme Court rules to protect certain wetlands, the fate of watersheds like the Okefenokee will likely be up to the states.","Emily Jones",""
"186","EV bill passes; other environmental measures fail to gain traction ...","<a href='https://www.albanyherald.com/news/ev-bill-passes-other-environmental-measures-fail-to-gain-traction/article_62c4e848-d001-11ed-8acc-23f459061e7c.html' target='_blank'>Link to Article</a>",NA,"www.albanyherald.com","ATLANTA — A bill that would overhaul electric vehicle charging in Georgia is headed to Gov. Brian Kemp for his signature. It passed the state legislature Monday.","Emily Jones",""
"187","'Healing' of coastal marshes returns natural water flow | News ...","<a href='https://www.albanyherald.com/news/healing-of-coastal-marshes-returns-natural-water-flow/article_7603e0f0-cb09-11ed-a3f6-270a35614c51.html' target='_blank'>Link to Article</a>",NA,"www.albanyherald.com","BRUNSWICK — On the southern end of the Georgia coast, old scars left in the marshes by the logging industry are starting to heal, thanks to new federal funds. Officials","Emily Jones",""
"189","Storylines To Watch In 2023 – WABE","<a href='https://www.wabe.org/storylines-to-watch-2023/' target='_blank'>Link to Article</a>",NA,"www.wabe.org","With 2022 in the books and 2023 now upon us, what should you be keeping an eye out for next? A team of WABE reporters across eight different beats put together their storylines to watch for so you're in-the-know on what the year may bring.","Emily Jones",""
"190","Military, conservation groups join to transform Ceylon tract - The ...","<a href='https://thecurrentga.org/2023/04/14/military-conservation-groups-join-to-transform-ceylon-tract/' target='_blank'>Link to Article</a>","2023-04-14","thecurrentga.org","By partnering, the bases here have helped protect more than 150,000 acres in the state and could help Georgia get its first national park. Conservation advocates and military base officials say their counterparts in other states could do more of the same.","Emily Jones",""
"191","Cumberland Island National Seashore to expand - The Current","<a href='https://thecurrentga.org/2023/02/16/cumberland-island-national-seashore-to-expand/' target='_blank'>Link to Article</a>","2023-02-16","thecurrentga.org","Cumberland Island National Seashore will soon expand when the National Park Service acquires an additional 173.7 acres of the island. Congress allocated $8.7 million for the land acquisition in the omnibus appropriations bill that passed in December.","Emily Jones",""
"192","Ossoff, Carter push for Okefenokee UNESCO listing – WABE","<a href='https://www.wabe.org/ossoff-carter-push-for-okefenokee-unesco-listing/' target='_blank'>Link to Article</a>","2023-02-02","www.wabe.org","Members of Georgia’s congressional delegation – from both sides of the aisle – are pushing to get the Okefenokee National Wildlife Refuge designated as a UNESCO World Heritage Site. Senator […]","Emily Jones",""
"193","5 Georgia environmental storylines to watch in 2023 - The Current","<a href='https://thecurrentga.org/2023/01/10/5-georgia-environmental-storylines-to-watch-in-2023/' target='_blank'>Link to Article</a>","2023-01-10","thecurrentga.org","What to expect in green news in Georgia this year.","Emily Jones",""
"194","After decades, project to fix a Camden County salt marsh shows ...","<a href='https://thecurrentga.org/2023/03/27/after-decades-project-to-fix-a-camden-county-salt-marsh-shows-early-results/' target='_blank'>Link to Article</a>","2023-03-27","thecurrentga.org","On the southern end of the Georgia coast, old scars left in the marshes by the logging industry are starting to heal, thanks to new federal funds. Officials announced the completion of the first stage of the project Friday.","Emily Jones",""
"195","EV fans celebrate Georgia charging bill, but some concerns remain ...","<a href='https://www.wabe.org/ev-fans-celebrate-georgia-charging-bill-but-some-concerns-remain/' target='_blank'>Link to Article</a>","2023-02-28","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. Electric vehicle […]","Emily Jones",""
"196","Grist expands regional partnerships to Illinois and Michigan | Grist","<a href='https://grist.org/grist-news/grist-expands-regional-partnerships-to-illinois-and-michigan/' target='_blank'>Link to Article</a>","2023-03-17","grist.org","After launching a successful partnership with WABE in Georgia, Grist is now hiring reporters to work with Chicago Public Media and Interlochen Public Radio.","Emily Jones",""
"197","A deadly disease is threatening honeybees, but a new vaccine ...","<a href='https://www.wfae.org/united-states-world/united-states-world/2023-01-20/a-deadly-disease-is-threatening-honeybees-but-a-new-vaccine-could-help' target='_blank'>Link to Article</a>","2023-01-20","www.wfae.org","A first of its kind vaccine for honeybees is close to coming to market to fight a disease that currently means burning infected hives. It's a little extra help as bees try to deal with climate change.","Emily Jones",""
"200","Gold Dome Scramble: Buckhead cityhood movement revived as ...","<a href='https://www.wabe.org/podcasts/political-breakfast/gold-dome-scramble-buckhead-cityhood-movement-revived-as-lawmakers-discuss-crime-and-how-the-legislature-is-shaping-environmental-policy/' target='_blank'>Link to Article</a>",NA,"www.wabe.org","Crime was a big focus of lawmakers at the legislature this week. WABE politics reporters Rahul Bali and Sam Gringlas look at the possible resurrection of Buckhead cityhood as well […]","Emily Jones",""
"203","Georgia lawmakers overhaul EV charging – WABE","<a href='https://www.wabe.org/ga-lawmakers-overhaul-ev-charging/' target='_blank'>Link to Article</a>","2023-03-31","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. A bill […]","Emily Jones",""
"204","Okefenokee bill gets hearing but remains stalled – WABE","<a href='https://www.wabe.org/okefenokee-bill-gets-hearing-but-remains-stalled/' target='_blank'>Link to Article</a>","2023-03-15","www.wabe.org","This coverage is made possible through a partnership with WABE and Grist, a nonprofit, independent media organization dedicated to telling stories of climate solutions and a just future. A bill […]","Emily Jones",""
"205","5 Georgia environmental storylines to watch in 2023 – WABE","<a href='https://www.wabe.org/5-georgia-environmental-storylines-to-watch-in-2023/' target='_blank'>Link to Article</a>","2023-01-05","www.wabe.org","1. The finances and future of nuclear power  When Georgia Power began building the two new nuclear power units at Plant Vogtle in Waynesboro in 2009, they were seen as […]","Emily Jones",""
"206","Public outcry over proposed mine near Okefenokee picks up steam ...","<a href='https://www.albanyherald.com/features/public-outcry-over-proposed-mine-near-okefenokee-picks-up-steam/article_21644800-b50b-11ed-959a-578324ac2d3e.html' target='_blank'>Link to Article</a>",NA,"www.albanyherald.com","WAYCROSS — Public commenters spoke out overwhelmingly against a plan to mine for minerals near the Okefenokee National Wildlife Refuge in southeast Georgia during a pair of public meetings this","Emily Jones",""
"208","Okefenokee Outcry, Chatham's New Island - The Current","<a href='https://thecurrentga.org/today-from-the-current/okefenokee-outcry-chathams-new-island/' target='_blank'>Link to Article</a>",NA,"thecurrentga.org","Editor's note: The Climate Reality Project's rally will be held on Friday, March 3 in Daffin Park in Savannah. The original notice gave the wrong day of","Emily Jones",""
"210","Spaceport spending, new solar factory and death of a whale calf ...","<a href='https://thecurrentga.org/today-from-the-current/spaceport-spending-new-solar-factory-and-death-of-a-whale-calf/' target='_blank'>Link to Article</a>",NA,"thecurrentga.org","Clarification added Jan. 11: U.S. Sen. Jon Ossoff sponsored the Solar Energy Manufacturing for America Act. U.S. Sen. Raphael Warnock was a co-sponsor.","Emily Jones",""
"219","Stunned biologist looks into tortoise hole to see alligator 'smiling ...","<a href='https://www.gpb.org/news/2023/03/24/stunned-biologist-looks-tortoise-hole-see-alligator-smiling-back-in-georgia' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Beware of turtle holes in Georgia — because they could be hiding large alligators, the Georgia Wildlife Resources Division says. That discovery was made the hard way when biologists studying gopher tortoises peeped into a seemingly innocent burrow in Tattnall County, about 60 miles west of Savannah.","Emily Jones",""
"222","Utility tactics, EV tax math - The Current","<a href='https://thecurrentga.org/today-from-the-current/utility-tactics-ev-tax-math/' target='_blank'>Link to Article</a>",NA,"thecurrentga.org","- March 29, 2023 - Capturing regulators In its latest report out earlier this month, the Intergovernmental Panel on Climate Change reiterated that urgency","Emily Jones",""
"223","Pinova strays from regulations; Super trees planted - The Current","<a href='https://thecurrentga.org/today-from-the-current/pinova-strays-from-regulations-super-trees-planted/' target='_blank'>Link to Article</a>",NA,"thecurrentga.org","- April 19, 2023 - Pinova's fines The Pinova plant in Brunswick caught fire on Saturday, forcing some residents to evacuate and others to shelter in","Emily Jones",""
"224","Okefenokee, early spring, and bees' disease - The Current","<a href='https://thecurrentga.org/today-from-the-current/okefenokee-early-spring-and-bees-disease/' target='_blank'>Link to Article</a>",NA,"thecurrentga.org","- January 24th, 2023 - Okefenokee at a crossroads Georgia regulators are moving forward with the permitting of a controversial strip mine near the","Emily Jones",""
"225","How Pittsburgh found a secret climate weapon in 'the thrilling world ...","<a href='https://grist.org/solutions/pittsburgh-priority-budgeting-climate/' target='_blank'>Link to Article</a>","2023-01-27","grist.org","By implementing priority budgeting, Pittsburgh put its existing resources to work for climate.","Emily Jones",""
"226","H. Johnson features underrated guitarist, pianist and jazz virtuoso ...","<a href='https://www.wabe.org/h-johnson-features-underrated-guitarist-pianist-and-jazz-virtuoso-emily-remler/' target='_blank'>Link to Article</a>","2023-02-03","www.wabe.org","WABE’s H. Johnson has been a fixture on our station since 1978. As host of both “Blues Classics” and “Jazz Classics,” H. continually educates and entertains WABE listeners every Friday and Saturday night. Now, H. joins […]","Emily Jones",""
"228","2023 Gold Dome Bill Tracker – WABE","<a href='https://www.wabe.org/2023billtracker/' target='_blank'>Link to Article</a>",NA,"www.wabe.org","WABE's 2023 Bill Tracker with the latest information on the top bills to watch in the Georgia legislature and their status.","Emily Jones",""
"233","New movies in 2023: 10 must-sees from 'Indiana Jones' to 'John Wick'","<a href='https://www.shelbystar.com/story/entertainment/movies/2023/01/04/must-see-new-movies-2023/10941512002/' target='_blank'>Link to Article</a>",NA,"www.shelbystar.com","Indiana Jones is back. So are Ghostface and John Wick. A guide to 2023's must-see movies, from 'Super Mario Bros.' to 'Guardians of the Galaxy 3.'","Emily Jones",""
"240","Meet Cheryl Johnson, the House clerk managing the speaker votes ...","<a href='https://www.gpb.org/news/2023/01/06/meet-cheryl-johnson-the-house-clerk-managing-the-speaker-votes' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Johnson has served as House clerk since 2019, the fourth woman and second Black person to do so. She's drawn praise from both sides of the aisle for running the speaker vote and maintaining order.","Emily Jones",""
"243","Squawkbox | Features | albanyherald.com","<a href='https://www.albanyherald.com/features/squawkbox/article_4bcf2d0a-ac6c-11ed-8788-bbe066a91220.html' target='_blank'>Link to Article</a>",NA,"www.albanyherald.com","squawkbox@albanyherald.com","Emily Jones",""
"247","Power, race, and fragile democracy in Tennessee | WUNC","<a href='https://www.wunc.org/2023-04-17/power-race-and-fragile-democracy-in-tennessee' target='_blank'>Link to Article</a>","2023-04-17","www.wunc.org","What an almost entirely white Republican supermajority in a gerrymandered state acting to expel two young Black democratic politicians reveals about race and democracy.","Emily Jones",""
"248","Biden says he has 'no regrets' on how he's handled classified ...","<a href='https://www.gpb.org/news/2023/01/19/biden-says-he-has-no-regrets-on-how-hes-handled-classified-documents-discovery' target='_blank'>Link to Article</a>",NA,"www.gpb.org","The president says he and his lawyers are cooperating with the Department of Justice and that he has no regrets about how he and his team have handled the situation.","Emily Jones",""
"249","Coast Chamber presents One Coast awards to business leaders ...","<a href='https://www.sunherald.com/news/business/article274447235.html' target='_blank'>Link to Article</a>","2023-04-18","www.sunherald.com","The winners were honored Tuesday at One Coast breakfast at Beau Rivage Casino.","Emily Jones",""
"253","3 students and a suspect are dead after Michigan State University ...","<a href='https://www.gpb.org/news/2023/02/14/3-students-and-suspect-are-dead-after-michigan-state-university-shooting' target='_blank'>Link to Article</a>",NA,"www.gpb.org","Police say the suspect, a 43-year-old man, was found off the MSU campus and died from what appeared to be a self-inflicted gunshot wound. Five others, all students, are in critical condition.","Emily Jones",""
"258","Despite infighting, it's been a surprisingly productive 2 years for ...","<a href='https://www.wunc.org/2023-01-01/despite-infighting-its-been-a-surprisingly-productive-2-years-for-democrats' target='_blank'>Link to Article</a>","2023-01-01","www.wunc.org","Despite more than a handful of setbacks, President Biden has delivered on several major promises since 2021, some with bipartisan support. Those compromises could be harder with the new Congress.","Emily Jones",""
